SS,Mã hàng,Link Form,"Số
vòng dây ",MSKH,TCCL,"Link
TCCL",Tên khách hàng,"Part
Number",Đối tượng gửi dữ liệu,Nguồn dữ liệu,Yêu cầu đặc biệt khi gửi dữ liệu,"Gửi Lot DAI DIEN: ""DD""
Gửi TOAN BO Lot: ""TB""","Gửi dữ
 liệu [M]","Nơi nhận
dữ liệu","Ngoài đối tượng

VD : 736 KH không cho giảm",Nội dung gửi mail,Địa chỉ gửi mail,DUNG LƯỢNG 1 LẦN GỬI
RF370CB74929B,74929B,XEM,11670,882027K,A88881,XEM,WOORY INDUSTRIAL COMPANY LTD.,-,MONTH,MAP,,DD,-,KRO,CP,"Subject: Motor outgoing inspection record on January-2025
To: KRO- Ms. We & Ms. Lee
Fr: VDM Inspection section – Ly
I send you the outgoing inspection data to shipment on January-2025.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.","KRO/WE HEE SOON(魏希旬) <h.wehs.cqv@mabuchi-motor.com> 
 KRO/LEE HAE IN(李海仁) <h.leehi.urm@mabuchi-motor.com>",8.0
RF370CB75699A,75699A,XEM,11670,882084K,A90591,XEM,"ADD TEC CO., LTD.",-,MONTH,MAP,,DD,-,KRO,,"Subject: Motor outgoing inspection record on January-2025
To: KRO- Ms. We & Ms. Lee
Fr: VDM Inspection section – Ly
I send you the outgoing inspection data to shipment on January-2025.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.","KRO/WE HEE SOON(魏希旬) <h.wehs.cqv@mabuchi-motor.com> 
 KRO/LEE HAE IN(李海仁) <h.leehi.urm@mabuchi-motor.com>",8.0
RF370CB76046A,76046A,XEM,11670,860221V,QS-10-002539,XEM,WOORY INDUSTRIAL VIE,-,,,,-,-,-,,,,
RF370CB76046A,76046A,XEM,,860247V ,QS-10-008434,XEM,"WOORY INDUSTRIAL VIETNAM CO.,LTD",-,,,,-,-,-,-,,,
RF370CB76029A,76029A,XEM,15370,503169U,QS-10-002329,XEM,RAWE ELECTRONIC GMBH,-,,,,-,-,-,-,,,
RF370CB76029A,76029A,XEM,,509158U,QS-10-002439,XEM,FISCHER ELECTRONIC SOLUTIONS GMBH,-,,,,-,-,-,-,,,
RF370CB76282A,76282A,XEM,17205,200097N,QS-10-007134,XEM, ROBERTSHAW CONTROL COMPANY,-,,,,-,-,-,-,,,
RF370CB76412A,76412A,XEM,09800,860221V,QS-10-007994,XEM,"WOORY INDUSTRIAL VIETNAM CO., LTD",-,,,,-,-,-,-,,,
RF370CB76412A,76412A,XEM,,860247V ,QS-10-008435,XEM,"WOORY INDUSTRIAL VIETNAM CO.,LTD",-,,,,-,-,-,-,,,
RF370CB76360A,76360A,XEM,12560,109116,QS-10-007660,XEM,CÔNG TY CỔ PHẦN TGK ,-,MONTH,KJS,,TB,-,TGK,AQL," Subject: TGK Motor Outgoing Inspection Record (January'2025 ) 
To： TGK customer
Cc : VDM  Mr Vu
Fr： VDM Inspection Section Ly (Ms)

Regarding to TGK Motor Outgoing Inspection Record which being manufactured on January'2025 in VDM, please refer to attached file.
If you have any question, please feel free to contact to me.",makita13085@tgk-jp.com'; 'karino20019@tgk-jp.com'; 'ohtsuka91009@tgk-jp.com',8.0
RK370CA43589B,43589B,XEM,16320,300400N,A71810,XEM,FLEXTRONICS INTL. TECNOLOGIA,-,,,,-,M,-,,,,
RK370CA43589B,43589B,XEM,,961694H,A71811,XEM,HON HAI.FOXCONN,-,,,,-,M,-,,,,
RK370CA43589B,43589B,XEM,,862258H,A72020,XEM,CQ FOXCONN,-,,,,-,M,-,,,,
RK370CA44717D,44717D,XEM,16325,860072V,A81181,XEM,"CANON VIETNAM CO.,LTD",QK1-8923,WEEK,GROUP SESSION,"List excel
File data PDF 
(Nhập SLSX vào file data PDF+ lưu tên file theo yêu cầu KH)",TB,M,CANON VN,"AQL, gửi toàn lót","Subject: Canon Vietnam (860072V) Motor Outgoing Inspection Record  (ETD 2025.02.17- ETA 2025.02.19) 
To ：CVN Ms Lan , Ms Thuy; Ms Duong, Ms huong, Ms Ngoc, Ms Thuy, Ms Ha; Ms Yen; Ms Nga
        VDM  Mr Vu
Fr ：VDM Inspection Section Lý (Ms)

Liên quan đến trình xuất dữ liệu kiểm tra xuất hàng. Xin được gửi dữ liệu của lô hàng xuất kho ngày 2025.02.17. Chi tiết dữ liệu tham khảo file đính kèm. (Đối với những lót dữ liệu đã gửi theo lệnh xuất hàng lần trước, lần này xuất hàng tiếp không tái gửi lại dữ liệu)
Cần bổ sung gì xin hãy liên lạc lại. ","huong.dang@mail.canon'; 'thuy.trieu@mail.canon'; 'lan.nguyen181@mail.canon'; 'ngoc.nguyen432@mail.canon';
 'avp_tl-idms@mail.canon'; 'yen.nguyen599@mail.canon'; 'avp_ts-idms@mail.canon'; VDM/VU TRAN THE <t.vutra.bte@mabuchi-motor.com>; VDM/VU TRUONG TAN <t.vutru.unt@mabuchi-motor.com>; 'thuy.nguyen242@mail.canon'; 'ha.giap@mail.canon'; 'nga.nguyen290@mail.canon'",3.5
RK370CA44926F,44926F,XEM,15370,860072V,A81172,XEM,CANON VIETNAM,QK1-8962,WEEK,GROUP SESSION,"List excel
File data PDF 
(Nhập SLSX vào file data PDF+ lưu tên file theo yêu cầu KH)",TB,M,CANON VN,"AQL, gửi toàn lót","Subject: Canon Vietnam (860072V) Motor Outgoing Inspection Record  (ETD 2025.02.17- ETA 2025.02.19) 
To ：CVN Ms Lan , Ms Thuy; Ms Duong, Ms huong, Ms Ngoc, Ms Thuy, Ms Ha; Ms Yen; Ms Nga
        VDM  Mr Vu
Fr ：VDM Inspection Section Lý (Ms)

Liên quan đến trình xuất dữ liệu kiểm tra xuất hàng. Xin được gửi dữ liệu của lô hàng xuất kho ngày 2025.02.17. Chi tiết dữ liệu tham khảo file đính kèm. (Đối với những lót dữ liệu đã gửi theo lệnh xuất hàng lần trước, lần này xuất hàng tiếp không tái gửi lại dữ liệu)
Cần bổ sung gì xin hãy liên lạc lại. ","huong.dang@mail.canon'; 'thuy.trieu@mail.canon'; 'lan.nguyen181@mail.canon'; 'ngoc.nguyen432@mail.canon';
 'avp_tl-idms@mail.canon'; 'yen.nguyen599@mail.canon'; 'avp_ts-idms@mail.canon'; VDM/VU TRAN THE <t.vutra.bte@mabuchi-motor.com>; VDM/VU TRUONG TAN <t.vutru.unt@mabuchi-motor.com>; 'thuy.nguyen242@mail.canon'; 'ha.giap@mail.canon'; 'nga.nguyen290@mail.canon'",3.5
RK370CA44926F,44926F,XEM,,957258S,A83282,XEM,CANON HI-TECH THAILAND (RA),QK1-8962,MONTH,MAP,,TB,M,SPO & CANON THAI,Gửi toàn lót,,,
RK370CA44926G,44926G,XEM,15370,860072V,A88906,XEM,"CANON VIETNAM CO.,LTD",QK1-8962,WEEK,GROUP SESSION,"List excel
File data PDF 
(Nhập SLSX vào file data PDF+ lưu tên file theo yêu cầu KH)",TB,M,CANON VN,Gửi toàn lót,"Subject: Canon Vietnam (860072V) Motor Outgoing Inspection Record  (ETD 2025.02.17- ETA 2025.02.19) 
To ：CVN Ms Lan , Ms Thuy; Ms Duong, Ms huong, Ms Ngoc, Ms Thuy, Ms Ha; Ms Yen; Ms Nga
        VDM  Mr Vu
Fr ：VDM Inspection Section Lý (Ms)

Liên quan đến trình xuất dữ liệu kiểm tra xuất hàng. Xin được gửi dữ liệu của lô hàng xuất kho ngày 2025.02.17. Chi tiết dữ liệu tham khảo file đính kèm. (Đối với những lót dữ liệu đã gửi theo lệnh xuất hàng lần trước, lần này xuất hàng tiếp không tái gửi lại dữ liệu)
Cần bổ sung gì xin hãy liên lạc lại. ","huong.dang@mail.canon'; 'thuy.trieu@mail.canon'; 'lan.nguyen181@mail.canon'; 'ngoc.nguyen432@mail.canon';
 'avp_tl-idms@mail.canon'; 'yen.nguyen599@mail.canon'; 'avp_ts-idms@mail.canon'; VDM/VU TRAN THE <t.vutra.bte@mabuchi-motor.com>; VDM/VU TRUONG TAN <t.vutru.unt@mabuchi-motor.com>; 'thuy.nguyen242@mail.canon'; 'ha.giap@mail.canon'; 'nga.nguyen290@mail.canon'",3.5
RK370CA45322D,45322D,XEM,14420,957217S,A75398,XEM,CANON HI-TECH (THAILAND) LTD,QK2-0264,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RK370CA45322D,45322D,XEM,,951103E,A86414,XEM,CANON HI-TECH (THAILAND) LTD,QK2-0264,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RK370CA45322E,45322E,XEM,14420,957217S,A88378,XEM,CANON HI-TECH (THAILAND) LTD.,QK2-0264,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RK370CA45322E,45322E,XEM,,951103E,QS-10-005039,XEM,CANON HI-TECH (THAILAND) LTD.,QK2-0264,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RK370CA45839C,45839C,XEM,16325,957217S,A75178,XEM,CANON HI-TECH (THAILAND) LTD,QK2-1328,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RK370CA45839C,45839C,XEM,,951103E,A86524,XEM,CANON HI-TECH (THAILAND) LTD,QK2-1328,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RK370CA45839D,45839D,XEM,,951103E,A89873,XEM,CANON HI-TECH(THAILAND) LTD,QK2-1328,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RK370CA45873C,45873C,XEM,16325,957217S,A75185,XEM,CANON HI-TECH (THAILAND) LTD,QK2-1297,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RK370CA45873C,45873C,XEM,,951103E,A86528,XEM,CANON HI-TECH (THAILAN) LTD.,QK2-1297,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RK370CA45873D,45873D,XEM,16325,957217S,A88295,XEM,CANON HI-TECH (THAILAND) LTD,QK2-1297,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RK370CA45873D,45873D,XEM,,951103E,QS-10-005223,XEM,CANON HI-TECH (THAILAND) LTD.,QK2-1297,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RK370CA46271E,46271E,XEM,,860239V ,QS-10-010986,XEM,MABUCHI OKEN VIETNAM,-,WEEK,GROUP SESSION,-,DD,-,OKEN,-,"Subject: GUI DU LIEU KIEM TRA MA HANG RK370CA46271E ( MABUCHI MOTOR OKEN VIET NAM )
Dear Ms.Thư, Ms. Nhàn

Em xin gửi dữ liệu kiểm tra xuất hàng ETD 03.02.2025 nhé. Chị tham khảo ở file đính kèm giúp.

Em cảm ơn!", n.thung.ehu@mabuchi-motor.com; n.nhann.xdv@mabuchi-motor.com ,8.0
RK370CA46568A,46568A,XEM,12530,958686S,A79033,XEM,YANO ELECTRONICS (THAILAN) LTD,-,MONTH,MAP,,DD,-,SPO,," Subject:  Motor outgoing inspection record on June -2024  ( Sumitronics Thailand )
To: SPO / Ms. Reiko Chin, Tang Chin Tien San
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on June -2024.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",SPO/REIKO CHIN <c.reiko.dqk@mabuchi-motor.com>; SPO/TANG CHIN TIEN <c.tangc.mcb@mabuchi-motor.com>,8.0
RK370CA46568A,46568A,XEM,,951053E,QS-10-000878,XEM,YANO ELECTRONICS (THAILAND) LT,-,MONTH,MAP,,TB,-,THO (KD),,"Subject: Motor outgoing inspection record on January-2025
To: THO- MS.RUNGSUNEE TIANGNGA; MS. CHOTIKARN PHOSUTH; MS. SAKUNPAKPINYO REENLADA; MS. BOONYARAT PONGTAI
Fr: VDM Inspection section – Ly

I send you the outgoing data in shipment on January-2025.
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/SAKUNPAKPINYO REENLADA <r.sakunpakpinyo.pwe@mabuchi-motor.com>;
 THO/CHOTIKARN PHOSUTH <p.chotikarn.eud@mabuchi-motor.com>; THO/BOONYARAT PONGTAI <b.pongtai.qjf@mabuchi-motor.com>",8.0
RK370CA47013A,47013A,XEM,10800,957217S,A82287,XEM,CANON HI-TECH(THAILAND)LTD,QK2-3358,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: Motor outgoing inspection record on January-2025
To: KRO- Ms. We & Ms. Lee
Fr: VDM Inspection section – Ly
I send you the outgoing inspection data to shipment on January-2025.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RK370CA47013A,47013A,XEM,,951103E,A86530,XEM,CANON HI-TECH (THAILAN) LTD.,QK2-3358,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
